Candidate_ID,Job_Role,Experience_Level,Experience_Years,Education,Skills,Technical_Skills,Soft_Skills,Certifications,Projects,Previous_Job_Title,Industry,Resume_Summary,Resume_Text,Target_Job_Title,Job_Description,Required_Skills,Preferred_Skills,Matched_Skills,Missing_Skills,Skill_Match_Percentage,ATS_Score,Recommendation,Recommendation_Reason
C0011,Backend Developer,Fresher,0,MCA,"Redis, PostgreSQL, Java, Python, Express, REST APIs, MongoDB","Redis, PostgreSQL, Java, Python, Express","Communication, Collaboration, Adaptability",Cisco CCNA,"Prediction project for Backend Developer using Redis, PostgreSQL, Java",Fresher,Manufacturing,"Fresher Backend Developer candidate with 0 years of experience. Skilled in Redis, PostgreSQL, Java, Python with practical exposure through Prediction project for Backend Developer using Redis, PostgreSQL, Java.","Professional Summary: Fresher Backend Developer candidate with 0 years of experience. Skilled in Redis, PostgreSQL, Java, Python with practical exposure through Prediction project for Backend Developer using Redis, PostgreSQL, Java.
Technical Skills: Redis, PostgreSQL, Java, Python, Express, REST APIs, MongoDB
Experience: 0 years in Manufacturing. Previous role: Fresher.
Education: MCA
Projects: Prediction project for Backend Developer using Redis, PostgreSQL, Java
Certifications: Cisco CCNA
Soft Skills: Communication, Collaboration, Adaptability",Backend Developer,"We are hiring a Backend Developer to design, develop, test and maintain technology solutions. Required skills include REST APIs, Node.js, PostgreSQL, Python, Java, Docker. Candidates should demonstrate relevant education, practical projects and appropriate experience. Preferred skills include Express, Git.","REST APIs, Node.js, PostgreSQL, Python, Java, Docker","Redis, Express, Git","REST APIs, PostgreSQL, Python, Java","Node.js, Docker",66.67,55.55,Consider,"Matched 4 of 6 required skills; missing Node.js, Docker. 0 years of experience and cisco ccna were considered."
C0012,Backend Developer,Fresher,0,B.Tech Computer Science,"Git, Express, PostgreSQL, Java, Redis, Node.js, Docker, CSS","Git, Express, PostgreSQL, Java, Redis, Node.js","Leadership, Adaptability, Collaboration",None,"E-commerce project for Backend Developer using Git, Express, PostgreSQL",Fresher,Education,"Fresher Backend Developer candidate with 0 years of experience. Skilled in Git, Express, PostgreSQL, Java with practical exposure through E-commerce project for Backend Developer using Git, Express, PostgreSQL.","Professional Summary: Fresher Backend Developer candidate with 0 years of experience. Skilled in Git, Express, PostgreSQL, Java with practical exposure through E-commerce project for Backend Developer using Git, Express, PostgreSQL.
Technical Skills: Git, Express, PostgreSQL, Java, Redis, Node.js, Docker, CSS
Experience: 0 years in Education. Previous role: Fresher.
Education: B.Tech Computer Science
Projects: E-commerce project for Backend Developer using Git, Express, PostgreSQL
Certifications: None
Soft Skills: Leadership, Adaptability, Collaboration",Backend Developer,"We are hiring a Backend Developer to design, develop, test and maintain technology solutions. Required skills include MongoDB, REST APIs, Python, Redis, Node.js, Java. Candidates should demonstrate relevant education, practical projects and appropriate experience. Preferred skills include Express, Git.","MongoDB, REST APIs, Python, Redis, Node.js, Java","Express, Docker, Git","Redis, Node.js, Java","MongoDB, REST APIs, Python",50,35.73,Not Recommended,"Matched 3 of 6 required skills; missing MongoDB, REST APIs, Python. 0 years of experience and no listed certification were considered."
C0013,Backend Developer,Fresher,0,B.Tech Information Technology,"MongoDB, Node.js, Python, Docker, Git, Redis","MongoDB, Node.js, Python, Docker","Problem Solving, Time Management, Teamwork",None,"E-commerce project for Backend Developer using MongoDB, Node.js, Python",Fresher,E-commerce,"Fresher Backend Developer candidate with 0 years of experience. Skilled in MongoDB, Node.js, Python, Docker with practical exposure through E-commerce project for Backend Developer using MongoDB, Node.js, Python.","Professional Summary: Fresher Backend Developer candidate with 0 years of experience. Skilled in MongoDB, Node.js, Python, Docker with practical exposure through E-commerce project for Backend Developer using MongoDB, Node.js, Python.
Technical Skills: MongoDB, Node.js, Python, Docker, Git, Redis
Experience: 0 years in E-commerce. Previous role: Fresher.
Education: B.Tech Information Technology
Projects: E-commerce project for Backend Developer using MongoDB, Node.js, Python
Certifications: None
Soft Skills: Problem Solving, Time Management, Teamwork",Backend Developer,"We are hiring a Backend Developer to design, develop, test and maintain technology solutions. Required skills include Express, Git, Java, Node.js, REST APIs, Docker. Candidates should demonstrate relevant education, practical projects and appropriate experience. Preferred skills include Python, Redis.","Express, Git, Java, Node.js, REST APIs, Docker","MongoDB, PostgreSQL, Python","Git, Node.js, Docker","Express, Java, REST APIs",50,31.27,Not Recommended,"Matched 3 of 6 required skills; missing Express, Java, REST APIs. 0 years of experience and no listed certification were considered."
C0014,Backend Developer,Fresher,0,M.Sc Computer Science,"MongoDB, Python, Redis, Java, Git","MongoDB, Python, Redis","Adaptability, Time Management, Communication",Microsoft Azure Fundamentals,"Prediction project for Backend Developer using MongoDB, Python, Redis",Fresher,Telecommunications,"Fresher Backend Developer candidate with 0 years of experience. Skilled in MongoDB, Python, Redis, Java with practical exposure through Prediction project for Backend Developer using MongoDB, Python, Redis.","Professional Summary: Fresher Backend Developer candidate with 0 years of experience. Skilled in MongoDB, Python, Redis, Java with practical exposure through Prediction project for Backend Developer using MongoDB, Python, Redis.
Technical Skills: MongoDB, Python, Redis, Java, Git
Experience: 0 years in Telecommunications. Previous role: Fresher.
Education: M.Sc Computer Science
Projects: Prediction project for Backend Developer using MongoDB, Python, Redis
Certifications: Microsoft Azure Fundamentals
Soft Skills: Adaptability, Time Management, Communication",Backend Developer,"We are hiring a Backend Developer to design, develop, test and maintain technology solutions. Required skills include Redis, PostgreSQL, REST APIs, MongoDB, Java, Docker. Candidates should demonstrate relevant education, practical projects and appropriate experience. Preferred skills include Express, Git.","Redis, PostgreSQL, REST APIs, MongoDB, Java, Docker","Git, Express, Node.js","Redis, MongoDB, Java","PostgreSQL, REST APIs, Docker",50,47.03,Not Recommended,"Matched 3 of 6 required skills; missing PostgreSQL, REST APIs, Docker. 0 years of experience and microsoft azure fundamentals were considered."
C0015,Backend Developer,Fresher,0,B.Sc Computer Science,"Git, REST APIs, Python, Redis, Docker, Express, PostgreSQL","Git, REST APIs, Python, Redis, Docker","Analytical Thinking, Problem Solving, Leadership",TensorFlow certification,"Automation project for Backend Developer using Git, REST APIs, Python",Fresher,Telecommunications,"Fresher Backend Developer candidate with 0 years of experience. Skilled in Git, REST APIs, Python, Redis with practical exposure through Automation project for Backend Developer using Git, REST APIs, Python.","Professional Summary: Fresher Backend Developer candidate with 0 years of experience. Skilled in Git, REST APIs, Python, Redis with practical exposure through Automation project for Backend Developer using Git, REST APIs, Python.
Technical Skills: Git, REST APIs, Python, Redis, Docker, Express, PostgreSQL
Experience: 0 years in Telecommunications. Previous role: Fresher.
Education: B.Sc Computer Science
Projects: Automation project for Backend Developer using Git, REST APIs, Python
Certifications: TensorFlow certification
Soft Skills: Analytical Thinking, Problem Solving, Leadership",Python Developer,"We are hiring a Python Developer to design, develop, test and maintain technology solutions. Required skills include Pytest, Docker, Django, FastAPI, REST APIs, Git. Candidates should demonstrate relevant education, practical projects and appropriate experience. Preferred skills include SQL, PostgreSQL.","Pytest, Docker, Django, FastAPI, REST APIs, Git","SQL, PostgreSQL, Python","Docker, REST APIs, Git","Pytest, Django, FastAPI",50,43.52,Not Recommended,"Matched 3 of 6 required skills; missing Pytest, Django, FastAPI. 0 years of experience and tensorflow certification were considered."
C0016,Backend Developer,Fresher,0,M.Sc Computer Science,"MongoDB, PostgreSQL, Git, Docker, Node.js, REST APIs, Java, Flask","MongoDB, PostgreSQL, Git, Docker, Node.js, REST APIs","Leadership, Analytical Thinking, Time Management",CompTIA Security+,"Management project for Backend Developer using MongoDB, PostgreSQL, Git",Fresher,SaaS,"Fresher Backend Developer candidate with 0 years of experience. Skilled in MongoDB, PostgreSQL, Git, Docker with practical exposure through Management project for Backend Developer using MongoDB, PostgreSQL, Git.","Professional Summary: Fresher Backend Developer candidate with 0 years of experience. Skilled in MongoDB, PostgreSQL, Git, Docker with practical exposure through Management project for Backend Developer using MongoDB, PostgreSQL, Git.
Technical Skills: MongoDB, PostgreSQL, Git, Docker, Node.js, REST APIs, Java, Flask
Experience: 0 years in SaaS. Previous role: Fresher.
Education: M.Sc Computer Science
Projects: Management project for Backend Developer using MongoDB, PostgreSQL, Git
Certifications: CompTIA Security+
Soft Skills: Leadership, Analytical Thinking, Time Management",Backend Developer,"We are hiring a Backend Developer to design, develop, test and maintain technology solutions. Required skills include Git, REST APIs, MongoDB, Docker, Python, Node.js. Candidates should demonstrate relevant education, practical projects and appropriate experience. Preferred skills include Redis, PostgreSQL.","Git, REST APIs, MongoDB, Docker, Python, Node.js","Express, PostgreSQL, Java","Git, REST APIs, MongoDB, Docker, Node.js",Python,83.33,59.87,Consider,Matched 5 of 6 required skills; missing Python. 0 years of experience and comptia security+ were considered.
C0017,Backend Developer,Fresher,0,B.E Computer Science,"Java, Express, REST APIs, Git, MongoDB, PostgreSQL, Python, Pytest","Java, Express, REST APIs, Git, MongoDB, PostgreSQL","Time Management, Teamwork, Leadership",None,"Analytics project for Backend Developer using Java, Express, REST APIs",Fresher,Telecommunications,"Fresher Backend Developer candidate with 0 years of experience. Skilled in Java, Express, REST APIs, Git with practical exposure through Analytics project for Backend Developer using Java, Express, REST APIs.","Professional Summary: Fresher Backend Developer candidate with 0 years of experience. Skilled in Java, Express, REST APIs, Git with practical exposure through Analytics project for Backend Developer using Java, Express, REST APIs.
Technical Skills: Java, Express, REST APIs, Git, MongoDB, PostgreSQL, Python, Pytest
Experience: 0 years in Telecommunications. Previous role: Fresher.
Education: B.E Computer Science
Projects: Analytics project for Backend Developer using Java, Express, REST APIs
Certifications: None
Soft Skills: Time Management, Teamwork, Leadership",Backend Developer,"We are hiring a Backend Developer to design, develop, test and maintain technology solutions. Required skills include Java, Redis, MongoDB, PostgreSQL, REST APIs, Git. Candidates should demonstrate relevant education, practical projects and appropriate experience. Preferred skills include Python, Node.js.","Java, Redis, MongoDB, PostgreSQL, REST APIs, Git","Node.js, Python, Docker","Java, MongoDB, PostgreSQL, REST APIs, Git",Redis,83.33,51.13,Consider,Matched 5 of 6 required skills; missing Redis. 0 years of experience and no listed certification were considered.
C0018,Backend Developer,Fresher,0,B.Tech Computer Science,"Redis, Node.js, Git, PostgreSQL, REST APIs","Redis, Node.js, Git","Leadership, Analytical Thinking, Problem Solving",Microsoft Power BI certification,"Management project for Backend Developer using Redis, Node.js, Git",Fresher,Retail,"Fresher Backend Developer candidate with 0 years of experience. Skilled in Redis, Node.js, Git, PostgreSQL with practical exposure through Management project for Backend Developer using Redis, Node.js, Git.","Professional Summary: Fresher Backend Developer candidate with 0 years of experience. Skilled in Redis, Node.js, Git, PostgreSQL with practical exposure through Management project for Backend Developer using Redis, Node.js, Git.
Technical Skills: Redis, Node.js, Git, PostgreSQL, REST APIs
Experience: 0 years in Retail. Previous role: Fresher.
Education: B.Tech Computer Science
Projects: Management project for Backend Developer using Redis, Node.js, Git
Certifications: Microsoft Power BI certification
Soft Skills: Leadership, Analytical Thinking, Problem Solving",Backend Developer,"We are hiring a Backend Developer to design, develop, test and maintain technology solutions. Required skills include Git, PostgreSQL, Redis, REST APIs, Docker, MongoDB. Candidates should demonstrate relevant education, practical projects and appropriate experience. Preferred skills include Node.js, Express.","Git, PostgreSQL, Redis, REST APIs, Docker, MongoDB","Express, Node.js, Python","Git, PostgreSQL, Redis, REST APIs","Docker, MongoDB",66.67,48.06,Not Recommended,"Matched 4 of 6 required skills; missing Docker, MongoDB. 0 years of experience and microsoft power bi certification were considered."
C0019,Backend Developer,Fresher,0,M.Tech,"REST APIs, PostgreSQL, Docker, Git, Python, Java, Flask","REST APIs, PostgreSQL, Docker, Git, Python","Time Management, Leadership, Adaptability",None,"Analytics project for Backend Developer using REST APIs, PostgreSQL, Docker",Fresher,Healthcare,"Fresher Backend Developer candidate with 0 years of experience. Skilled in REST APIs, PostgreSQL, Docker, Git with practical exposure through Analytics project for Backend Developer using REST APIs, PostgreSQL, Docker.","Professional Summary: Fresher Backend Developer candidate with 0 years of experience. Skilled in REST APIs, PostgreSQL, Docker, Git with practical exposure through Analytics project for Backend Developer using REST APIs, PostgreSQL, Docker.
Technical Skills: REST APIs, PostgreSQL, Docker, Git, Python, Java, Flask
Experience: 0 years in Healthcare. Previous role: Fresher.
Education: M.Tech
Projects: Analytics project for Backend Developer using REST APIs, PostgreSQL, Docker
Certifications: None
Soft Skills: Time Management, Leadership, Adaptability",Python Developer,"We are hiring a Python Developer to design, develop, test and maintain technology solutions. Required skills include FastAPI, Django, PostgreSQL, Pytest, Flask, REST APIs. Candidates should demonstrate relevant education, practical projects and appropriate experience. Preferred skills include Docker, SQL.","FastAPI, Django, PostgreSQL, Pytest, Flask, REST APIs","Python, SQL, Git","PostgreSQL, Flask, REST APIs","FastAPI, Django, Pytest",50,39.06,Not Recommended,"Matched 3 of 6 required skills; missing FastAPI, Django, Pytest. 0 years of experience and no listed certification were considered."
C0020,Backend Developer,Fresher,0,B.Sc Computer Science,"Docker, Git, Express, Redis, Java, Node.js, MongoDB, PostgreSQL","Docker, Git, Express, Redis, Java, Node.js","Teamwork, Collaboration, Analytical Thinking",None,"Monitoring project for Backend Developer using Docker, Git, Express",Fresher,SaaS,"Fresher Backend Developer candidate with 0 years of experience. Skilled in Docker, Git, Express, Redis with practical exposure through Monitoring project for Backend Developer using Docker, Git, Express.","Professional Summary: Fresher Backend Developer candidate with 0 years of experience. Skilled in Docker, Git, Express, Redis with practical exposure through Monitoring project for Backend Developer using Docker, Git, Express.
Technical Skills: Docker, Git, Express, Redis, Java, Node.js, MongoDB, PostgreSQL
Experience: 0 years in SaaS. Previous role: Fresher.
Education: B.Sc Computer Science
Projects: Monitoring project for Backend Developer using Docker, Git, Express
Certifications: None
Soft Skills: Teamwork, Collaboration, Analytical Thinking",Backend Developer,"We are hiring a Backend Developer to design, develop, test and maintain technology solutions. Required skills include Node.js, Redis, Git, REST APIs, MongoDB, Python. Candidates should demonstrate relevant education, practical projects and appropriate experience. Preferred skills include Docker, Java.","Node.js, Redis, Git, REST APIs, MongoDB, Python","Java, Express, PostgreSQL","Node.js, Redis, Git, MongoDB","REST APIs, Python",66.67,43.91,Not Recommended,"Matched 4 of 6 required skills; missing REST APIs, Python. 0 years of experience and no listed certification were considered."
C0021,Backend Developer,Fresher,0,B.Tech Information Technology,"MongoDB, REST APIs, Git, Node.js, Python, Express, PostgreSQL","MongoDB, REST APIs, Git, Node.js, Python","Communication, Adaptability, Teamwork",None,"Management project for Backend Developer using MongoDB, REST APIs, Git",Fresher,Healthcare,"Fresher Backend Developer candidate with 0 years of experience. Skilled in MongoDB, REST APIs, Git, Node.js with practical exposure through Management project for Backend Developer using MongoDB, REST APIs, Git.","Professional Summary: Fresher Backend Developer candidate with 0 years of experience. Skilled in MongoDB, REST APIs, Git, Node.js with practical exposure through Management project for Backend Developer using MongoDB, REST APIs, Git.
Technical Skills: MongoDB, REST APIs, Git, Node.js, Python, Express, PostgreSQL
Experience: 0 years in Healthcare. Previous role: Fresher.
Education: B.Tech Information Technology
Projects: Management project for Backend Developer using MongoDB, REST APIs, Git
Certifications: None
Soft Skills: Communication, Adaptability, Teamwork",Backend Developer,"We are hiring a Backend Developer to design, develop, test and maintain technology solutions. Required skills include Python, PostgreSQL, Express, Docker, Git, MongoDB. Candidates should demonstrate relevant education, practical projects and appropriate experience. Preferred skills include Node.js, Redis.","Python, PostgreSQL, Express, Docker, Git, MongoDB","Java, REST APIs, Redis","Python, PostgreSQL, Express, Git, MongoDB",Docker,83.33,57.77,Consider,Matched 5 of 6 required skills; missing Docker. 0 years of experience and no listed certification were considered.
C0022,Backend Developer,Fresher,0,B.Tech Information Technology,"Node.js, Java, Git, Redis, Python, REST APIs, PostgreSQL","Node.js, Java, Git, Redis, Python","Teamwork, Collaboration, Problem Solving",None,"Automation project for Backend Developer using Node.js, Java, Git",Fresher,Cloud Services,"Fresher Backend Developer candidate with 0 years of experience. Skilled in Node.js, Java, Git, Redis with practical exposure through Automation project for Backend Developer using Node.js, Java, Git.","Professional Summary: Fresher Backend Developer candidate with 0 years of experience. Skilled in Node.js, Java, Git, Redis with practical exposure through Automation project for Backend Developer using Node.js, Java, Git.
Technical Skills: Node.js, Java, Git, Redis, Python, REST APIs, PostgreSQL
Experience: 0 years in Cloud Services. Previous role: Fresher.
Education: B.Tech Information Technology
Projects: Automation project for Backend Developer using Node.js, Java, Git
Certifications: None
Soft Skills: Teamwork, Collaboration, Problem Solving",Backend Developer,"We are hiring a Backend Developer to design, develop, test and maintain technology solutions. Required skills include Git, MongoDB, Docker, PostgreSQL, Java, Python. Candidates should demonstrate relevant education, practical projects and appropriate experience. Preferred skills include Node.js, Express.","Git, MongoDB, Docker, PostgreSQL, Java, Python","Redis, REST APIs, Express","Git, PostgreSQL, Java, Python","MongoDB, Docker",66.67,39.77,Not Recommended,"Matched 4 of 6 required skills; missing MongoDB, Docker. 0 years of experience and no listed certification were considered."
C0023,Backend Developer,Fresher,0,B.E Information Technology,"MongoDB, Redis, Java, Express, Node.js","MongoDB, Redis, Java","Leadership, Analytical Thinking, Time Management",None,"Prediction project for Backend Developer using MongoDB, Redis, Java",Fresher,Education,"Fresher Backend Developer candidate with 0 years of experience. Skilled in MongoDB, Redis, Java, Express with practical exposure through Prediction project for Backend Developer using MongoDB, Redis, Java.","Professional Summary: Fresher Backend Developer candidate with 0 years of experience. Skilled in MongoDB, Redis, Java, Express with practical exposure through Prediction project for Backend Developer using MongoDB, Redis, Java.
Technical Skills: MongoDB, Redis, Java, Express, Node.js
Experience: 0 years in Education. Previous role: Fresher.
Education: B.E Information Technology
Projects: Prediction project for Backend Developer using MongoDB, Redis, Java
Certifications: None
Soft Skills: Leadership, Analytical Thinking, Time Management",Backend Developer,"We are hiring a Backend Developer to design, develop, test and maintain technology solutions. Required skills include Redis, Node.js, MongoDB, Java, PostgreSQL, REST APIs. Candidates should demonstrate relevant education, practical projects and appropriate experience. Preferred skills include Docker, Python.","Redis, Node.js, MongoDB, Java, PostgreSQL, REST APIs","Python, Express, Docker","Redis, Node.js, MongoDB, Java","PostgreSQL, REST APIs",66.67,42.57,Not Recommended,"Matched 4 of 6 required skills; missing PostgreSQL, REST APIs. 0 years of experience and no listed certification were considered."
C0024,Backend Developer,Fresher,0,B.Tech Information Technology,"PostgreSQL, Python, Redis, MongoDB, Node.js, Java, Express, Docker","PostgreSQL, Python, Redis, MongoDB, Node.js, Java","Teamwork, Leadership, Collaboration",None,"E-commerce project for Backend Developer using PostgreSQL, Python, Redis",Fresher,Manufacturing,"Fresher Backend Developer candidate with 0 years of experience. Skilled in PostgreSQL, Python, Redis, MongoDB with practical exposure through E-commerce project for Backend Developer using PostgreSQL, Python, Redis.","Professional Summary: Fresher Backend Developer candidate with 0 years of experience. Skilled in PostgreSQL, Python, Redis, MongoDB with practical exposure through E-commerce project for Backend Developer using PostgreSQL, Python, Redis.
Technical Skills: PostgreSQL, Python, Redis, MongoDB, Node.js, Java, Express, Docker
Experience: 0 years in Manufacturing. Previous role: Fresher.
Education: B.Tech Information Technology
Projects: E-commerce project for Backend Developer using PostgreSQL, Python, Redis
Certifications: None
Soft Skills: Teamwork, Leadership, Collaboration",Backend Developer,"We are hiring a Backend Developer to design, develop, test and maintain technology solutions. Required skills include REST APIs, PostgreSQL, Git, Redis, Docker, Node.js. Candidates should demonstrate relevant education, practical projects and appropriate experience. Preferred skills include MongoDB, Express.","REST APIs, PostgreSQL, Git, Redis, Docker, Node.js","Java, Express, MongoDB","PostgreSQL, Redis, Docker, Node.js","REST APIs, Git",66.67,49,Not Recommended,"Matched 4 of 6 required skills; missing REST APIs, Git. 0 years of experience and no listed certification were considered."
C0025,Backend Developer,Fresher,0,MCA,"Java, REST APIs, Express, Redis, PostgreSQL, Git","Java, REST APIs, Express, Redis","Adaptability, Problem Solving, Teamwork",TensorFlow certification,"Automation project for Backend Developer using Java, REST APIs, Express",Fresher,Retail,"Fresher Backend Developer candidate with 0 years of experience. Skilled in Java, REST APIs, Express, Redis with practical exposure through Automation project for Backend Developer using Java, REST APIs, Express.","Professional Summary: Fresher Backend Developer candidate with 0 years of experience. Skilled in Java, REST APIs, Express, Redis with practical exposure through Automation project for Backend Developer using Java, REST APIs, Express.
Technical Skills: Java, REST APIs, Express, Redis, PostgreSQL, Git
Experience: 0 years in Retail. Previous role: Fresher.
Education: MCA
Projects: Automation project for Backend Developer using Java, REST APIs, Express
Certifications: TensorFlow certification
Soft Skills: Adaptability, Problem Solving, Teamwork",Backend Developer,"We are hiring a Backend Developer to design, develop, test and maintain technology solutions. Required skills include Docker, Git, PostgreSQL, Express, Redis, REST APIs. Candidates should demonstrate relevant education, practical projects and appropriate experience. Preferred skills include Java, MongoDB.","Docker, Git, PostgreSQL, Express, Redis, REST APIs","Python, Node.js, MongoDB","Git, PostgreSQL, Express, Redis, REST APIs",Docker,83.33,58.4,Consider,Matched 5 of 6 required skills; missing Docker. 0 years of experience and tensorflow certification were considered.
C0026,Backend Developer,Fresher,0,B.E Computer Science,"Git, Docker, REST APIs, Python, Java, Node.js, PostgreSQL","Git, Docker, REST APIs, Python, Java","Teamwork, Time Management, Communication",None,"Prediction project for Backend Developer using Git, Docker, REST APIs",Fresher,E-commerce,"Fresher Backend Developer candidate with 0 years of experience. Skilled in Git, Docker, REST APIs, Python with practical exposure through Prediction project for Backend Developer using Git, Docker, REST APIs.","Professional Summary: Fresher Backend Developer candidate with 0 years of experience. Skilled in Git, Docker, REST APIs, Python with practical exposure through Prediction project for Backend Developer using Git, Docker, REST APIs.
Technical Skills: Git, Docker, REST APIs, Python, Java, Node.js, PostgreSQL
Experience: 0 years in E-commerce. Previous role: Fresher.
Education: B.E Computer Science
Projects: Prediction project for Backend Developer using Git, Docker, REST APIs
Certifications: None
Soft Skills: Teamwork, Time Management, Communication",Backend Developer,"We are hiring a Backend Developer to design, develop, test and maintain technology solutions. Required skills include REST APIs, Python, Node.js, Redis, Docker, PostgreSQL. Candidates should demonstrate relevant education, practical projects and appropriate experience. Preferred skills include Git, Express.","REST APIs, Python, Node.js, Redis, Docker, PostgreSQL","Git, Express, Java","REST APIs, Python, Node.js, Docker, PostgreSQL",Redis,83.33,65.78,Consider,Matched 5 of 6 required skills; missing Redis. 0 years of experience and no listed certification were considered.
C0027,Backend Developer,Fresher,0,B.E Computer Science,"Java, Git, MongoDB, Express, Python, REST APIs, PostgreSQL, Redis, Django","Java, Git, MongoDB, Express, Python, REST APIs, PostgreSQL","Leadership, Problem Solving, Adaptability",Microsoft Power BI certification,"E-commerce project for Backend Developer using Java, Git, MongoDB",Fresher,Telecommunications,"Fresher Backend Developer candidate with 0 years of experience. Skilled in Java, Git, MongoDB, Express with practical exposure through E-commerce project for Backend Developer using Java, Git, MongoDB.","Professional Summary: Fresher Backend Developer candidate with 0 years of experience. Skilled in Java, Git, MongoDB, Express with practical exposure through E-commerce project for Backend Developer using Java, Git, MongoDB.
Technical Skills: Java, Git, MongoDB, Express, Python, REST APIs, PostgreSQL, Redis, Django
Experience: 0 years in Telecommunications. Previous role: Fresher.
Education: B.E Computer Science
Projects: E-commerce project for Backend Developer using Java, Git, MongoDB
Certifications: Microsoft Power BI certification
Soft Skills: Leadership, Problem Solving, Adaptability",Backend Developer,"We are hiring a Backend Developer to design, develop, test and maintain technology solutions. Required skills include Express, Java, MongoDB, REST APIs, Redis, PostgreSQL. Candidates should demonstrate relevant education, practical projects and appropriate experience. Preferred skills include Docker, Git.","Express, Java, MongoDB, REST APIs, Redis, PostgreSQL","Python, Docker, Git","Express, Java, MongoDB, REST APIs, Redis, PostgreSQL",None,100,82.16,Recommended,Matched 6 of 6 required skills; no core required skills missing. 0 years of experience and microsoft power bi certification were considered.
